"","Date","period","GoldPrice","Date2","OilPrice","GoldPrice_interp","OilPrice_interp"
"366",2011-01-01,NA,NA,NA,NA,906.24,91.45
"367",2011-01-02,NA,NA,NA,NA,903.75,91.52
"368",2011-01-03,NA,NA,2011-01-03,91.59,901.26,91.59
"369",2011-01-04,2011-01-04,898.77,2011-01-04,89.39,898.77,89.39
"370",2011-01-05,2011-01-05,886.15,2011-01-05,90.3,886.15,90.3
"371",2011-01-06,2011-01-06,889.46,2011-01-06,88.37,889.46,88.37
"372",2011-01-07,2011-01-07,879.08,2011-01-07,88.07,879.08,88.07
"373",2011-01-08,NA,NA,NA,NA,880.283333333333,88.46
"374",2011-01-09,NA,NA,NA,NA,881.486666666667,88.85
"375",2011-01-10,2011-01-10,882.69,2011-01-10,89.24,882.69,89.24
"376",2011-01-11,2011-01-11,889.02,2011-01-11,91.11,889.02,91.11
"377",2011-01-12,2011-01-12,884.53,2011-01-12,91.85,884.53,91.85
"378",2011-01-13,2011-01-13,877.06,2011-01-13,91.39,877.06,91.39
"379",2011-01-14,2011-01-14,864.26,2011-01-14,91.53,864.26,91.53
"380",2011-01-15,NA,NA,NA,NA,861.16,91.4925
"381",2011-01-16,NA,NA,NA,NA,858.06,91.455
"382",2011-01-17,2011-01-17,854.96,2011-01-17,NA,854.96,91.4175
"383",2011-01-18,2011-01-18,853.6,2011-01-18,91.38,853.6,91.38
"384",2011-01-19,2011-01-19,859.78,2011-01-19,90.85,859.78,90.85
"385",2011-01-20,2011-01-20,853.29,2011-01-20,88.56,853.29,88.56
"386",2011-01-21,2011-01-21,844.49,2011-01-21,88.22,844.49,88.22
"387",2011-01-22,NA,NA,NA,NA,844.886666666667,87.7266666666667
"388",2011-01-23,NA,NA,NA,NA,845.283333333333,87.2333333333333
"389",2011-01-24,2011-01-24,845.68,2011-01-24,86.74,845.68,86.74
"390",2011-01-25,2011-01-25,840.3,2011-01-25,85.08,840.3,85.08
"391",2011-01-26,2011-01-26,841.21,2011-01-26,86.15,841.21,86.15
"392",2011-01-27,2011-01-27,839.98,2011-01-27,84.45,839.98,84.45
"393",2011-01-28,2011-01-28,828.09,2011-01-28,88.15,828.09,88.15
"394",2011-01-29,NA,NA,NA,NA,831.866666666667,89.0966666666667
"395",2011-01-30,NA,NA,NA,NA,835.643333333333,90.0433333333333
"396",2011-01-31,2011-01-31,839.42,2011-01-31,90.99,839.42,90.99
"397",2011-02-01,2011-02-01,830.18,2011-02-01,89.54,830.18,89.54
"398",2011-02-02,2011-02-02,824.29,2011-02-02,89.78,824.29,89.78
"399",2011-02-03,2011-02-03,820.25,2011-02-03,89.42,820.25,89.42
"400",2011-02-04,2011-02-04,835.87,2011-02-04,87.87,835.87,87.87
"401",2011-02-05,NA,NA,NA,NA,835.853333333333,87.3466666666667
"402",2011-02-06,NA,NA,NA,NA,835.836666666667,86.8233333333333
"403",2011-02-07,2011-02-07,835.82,2011-02-07,86.3,835.82,86.3
"404",2011-02-08,2011-02-08,839.9,2011-02-08,85.85,839.9,85.85
"405",2011-02-09,2011-02-09,847.06,2011-02-09,85.59,847.06,85.59
"406",2011-02-10,2011-02-10,844.89,2011-02-10,85.44,844.89,85.44
"407",2011-02-11,2011-02-11,849.8,2011-02-11,84.39,849.8,84.39
"408",2011-02-12,NA,NA,NA,NA,849.19,84.1466666666667
"409",2011-02-13,NA,NA,NA,NA,848.58,83.9033333333333
"410",2011-02-14,2011-02-14,847.97,2011-02-14,83.66,847.97,83.66
"411",2011-02-15,2011-02-15,856.05,2011-02-15,83.13,856.05,83.13
"412",2011-02-16,2011-02-16,852.99,2011-02-16,83.8,852.99,83.8
"413",2011-02-17,2011-02-17,853.32,2011-02-17,85.05,853.32,85.05
"414",2011-02-18,2011-02-18,854.93,2011-02-18,85.03,854.93,85.03
"415",2011-02-19,NA,NA,NA,NA,857.56,86.935
"416",2011-02-20,NA,NA,NA,NA,860.19,88.84
"417",2011-02-21,2011-02-21,862.82,2011-02-21,NA,862.82,90.745
"418",2011-02-22,2011-02-22,862.45,2011-02-22,92.65,862.45,92.65
"419",2011-02-23,2011-02-23,863.64,2011-02-23,96.04,863.64,96.04
"420",2011-02-24,2011-02-24,873.53,2011-02-24,95.83,873.53,95.83
"421",2011-02-25,2011-02-25,874.14,2011-02-25,96.52,874.14,96.52
"422",2011-02-26,NA,NA,NA,NA,872.366666666667,96.7133333333333
"423",2011-02-27,NA,NA,NA,NA,870.593333333333,96.9066666666667
"424",2011-02-28,2011-02-28,868.82,2011-02-28,97.1,868.82,97.1
"425",2011-03-01,2011-03-01,867.58,2011-03-01,99.63,867.58,99.63
"426",2011-03-02,2011-03-02,877.82,2011-03-02,102.27,877.82,102.27
"427",2011-03-03,2011-03-03,879.23,2011-03-03,101.92,879.23,101.92
"428",2011-03-04,2011-03-04,871.86,2011-03-04,104.34,871.86,104.34
"429",2011-03-05,NA,NA,NA,NA,874.746666666667,104.683333333333
"430",2011-03-06,NA,NA,NA,NA,877.633333333333,105.026666666667
"431",2011-03-07,2011-03-07,880.52,2011-03-07,105.37,880.52,105.37
"432",2011-03-08,2011-03-08,886.9,2011-03-08,105.06,886.9,105.06
"433",2011-03-09,2011-03-09,884.3,2011-03-09,104.39,884.3,104.39
"434",2011-03-10,2011-03-10,880.2,2011-03-10,102.73,880.2,102.73
"435",2011-03-11,2011-03-11,881.54,2011-03-11,101.14,881.54,101.14
"436",2011-03-12,NA,NA,NA,NA,882.51,101.16
"437",2011-03-13,NA,NA,NA,NA,883.48,101.18
"438",2011-03-14,2011-03-14,884.45,2011-03-14,101.2,884.45,101.2
"439",2011-03-15,2011-03-15,878.83,2011-03-15,97.23,878.83,97.23
"440",2011-03-16,2011-03-16,869.98,2011-03-16,97.99,869.98,97.99
"441",2011-03-17,2011-03-17,869.04,2011-03-17,101.47,869.04,101.47
"442",2011-03-18,2011-03-18,878.65,2011-03-18,101.06,878.65,101.06
"443",2011-03-19,NA,NA,NA,NA,878.17,101.493333333333
"444",2011-03-20,NA,NA,NA,NA,877.69,101.926666666667
"445",2011-03-21,2011-03-21,877.21,2011-03-21,102.36,877.21,102.36
"446",2011-03-22,2011-03-22,869.53,2011-03-22,104.53,869.53,104.53
"447",2011-03-23,2011-03-23,878.93,2011-03-23,105.21,878.93,105.21
"448",2011-03-24,2011-03-24,891.15,2011-03-24,105.04,891.15,105.04
"449",2011-03-25,2011-03-25,890.19,2011-03-25,104.89,890.19,104.89
"450",2011-03-26,NA,NA,NA,NA,890.126666666667,104.44
"451",2011-03-27,NA,NA,NA,NA,890.063333333333,103.99
"452",2011-03-28,2011-03-28,890,2011-03-28,103.54,890,103.54
"453",2011-03-29,2011-03-29,883.2,2011-03-29,104.34,883.2,104.34
"454",2011-03-30,2011-03-30,883.4,2011-03-30,103.8,883.4,103.8
"455",2011-03-31,2011-03-31,887.5,2011-03-31,106.19,887.5,106.19
"456",2011-04-01,2011-04-01,895.05,2011-04-01,107.55,895.05,107.55
"457",2011-04-02,NA,NA,NA,NA,892.77,107.746666666667
"458",2011-04-03,NA,NA,NA,NA,890.49,107.943333333333
"459",2011-04-04,2011-04-04,888.21,2011-04-04,108.14,888.21,108.14
"460",2011-04-05,2011-04-05,883.37,2011-04-05,107.82,883.37,107.82
"461",2011-04-06,2011-04-06,894.25,2011-04-06,108.38,894.25,108.38
"462",2011-04-07,2011-04-07,891.81,2011-04-07,109.82,891.81,109.82
"463",2011-04-08,2011-04-08,897.8,2011-04-08,112.27,897.8,112.27
"464",2011-04-09,NA,NA,NA,NA,897.96,111.346666666667
"465",2011-04-10,NA,NA,NA,NA,898.12,110.423333333333
"466",2011-04-11,2011-04-11,898.28,2011-04-11,109.5,898.28,109.5
"467",2011-04-12,2011-04-12,899.45,2011-04-12,105.75,899.45,105.75
"468",2011-04-13,2011-04-13,897.23,2011-04-13,106.6,897.23,106.6
"469",2011-04-14,2011-04-14,892.69,2011-04-14,107.73,892.69,107.73
"470",2011-04-15,2011-04-15,901.49,2011-04-15,109.17,901.49,109.17
"471",2011-04-16,NA,NA,NA,NA,905.356666666667,108.346666666667
"472",2011-04-17,NA,NA,NA,NA,909.223333333333,107.523333333333
"473",2011-04-18,2011-04-18,913.09,2011-04-18,106.7,913.09,106.7
"474",2011-04-19,2011-04-19,917.97,2011-04-19,107.18,917.97,107.18
"475",2011-04-20,2011-04-20,920.15,2011-04-20,110.84,920.15,110.84
"476",2011-04-21,2011-04-21,909.97,2011-04-21,111.72,909.97,111.72
"477",2011-04-22,NA,NA,2011-04-22,NA,910.434,111.71
"478",2011-04-23,NA,NA,NA,NA,910.898,111.7
"479",2011-04-24,NA,NA,NA,NA,911.362,111.69
"480",2011-04-25,NA,NA,2011-04-25,111.68,911.826,111.68
"481",2011-04-26,2011-04-26,912.29,2011-04-26,111.72,912.29,111.72
"482",2011-04-27,2011-04-27,910.24,2011-04-27,112.31,910.24,112.31
"483",2011-04-28,2011-04-28,918.8,2011-04-28,112.38,918.8,112.38
"484",2011-04-29,NA,NA,2011-04-29,113.39,922.666,113.39
"485",2011-04-30,NA,NA,NA,NA,926.532,113.27
"486",2011-05-01,NA,NA,NA,NA,930.398,113.15
"487",2011-05-02,NA,NA,2011-05-02,113.03,934.264,113.03
"488",2011-05-03,2011-05-03,938.13,2011-05-03,110.6,938.13,110.6
"489",2011-05-04,2011-05-04,929.78,2011-05-04,108.79,929.78,108.79
"490",2011-05-05,2011-05-05,918.66,2011-05-05,99.89,918.66,99.89
"491",2011-05-06,2011-05-06,908.11,2011-05-06,96.87,908.11,96.87
"492",2011-05-07,NA,NA,NA,NA,912.066666666667,98.02
"493",2011-05-08,NA,NA,NA,NA,916.023333333333,99.17
"494",2011-05-09,2011-05-09,919.98,2011-05-09,100.32,919.98,100.32
"495",2011-05-10,2011-05-10,927.3,2011-05-10,103.39,927.3,103.39
"496",2011-05-11,2011-05-11,926.86,2011-05-11,97.88,926.86,97.88
"497",2011-05-12,2011-05-12,913.65,2011-05-12,98.53,913.65,98.53
"498",2011-05-13,2011-05-13,928.42,2011-05-13,99.21,928.42,99.21
"499",2011-05-14,NA,NA,NA,NA,926.75,98.4433333333333
"500",2011-05-15,NA,NA,NA,NA,925.08,97.6766666666667
"501",2011-05-16,2011-05-16,923.41,2011-05-16,96.91,923.41,96.91
"502",2011-05-17,2011-05-17,918.5,2011-05-17,96.4,918.5,96.4
"503",2011-05-18,2011-05-18,921.38,2011-05-18,99.52,921.38,99.52
"504",2011-05-19,2011-05-19,920.12,2011-05-19,97.99,920.12,97.99
"505",2011-05-20,2011-05-20,924.54,2011-05-20,99.15,924.54,99.15
"506",2011-05-21,NA,NA,NA,NA,928.213333333333,98.4533333333333
"507",2011-05-22,NA,NA,NA,NA,931.886666666667,97.7566666666667
"508",2011-05-23,2011-05-23,935.56,2011-05-23,97.06,935.56,97.06
"509",2011-05-24,2011-05-24,942.22,2011-05-24,99.13,942.22,99.13
"510",2011-05-25,2011-05-25,942.88,2011-05-25,100.78,942.88,100.78
"511",2011-05-26,2011-05-26,934.41,2011-05-26,100.18,934.41,100.18
"512",2011-05-27,2011-05-27,928.46,2011-05-27,100.58,928.46,100.58
"513",2011-05-28,NA,NA,NA,NA,929.28,101.11
"514",2011-05-29,NA,NA,NA,NA,930.1,101.64
"515",2011-05-30,NA,NA,2011-05-30,NA,930.92,102.17
"516",2011-05-31,2011-05-31,931.74,2011-05-31,102.7,931.74,102.7
"517",2011-06-01,2011-06-01,933.62,2011-06-01,100.3,933.62,100.3
"518",2011-06-02,2011-06-02,940.86,2011-06-02,100.41,940.86,100.41
"519",2011-06-03,2011-06-03,939.32,2011-06-03,100.28,939.32,100.28
"520",2011-06-04,NA,NA,NA,NA,939.436666666667,99.8766666666667
"521",2011-06-05,NA,NA,NA,NA,939.553333333333,99.4733333333333
"522",2011-06-06,2011-06-06,939.67,2011-06-06,99.07,939.67,99.07
"523",2011-06-07,2011-06-07,942.19,2011-06-07,99.18,942.19,99.18
"524",2011-06-08,2011-06-08,937.88,2011-06-08,100.77,937.88,100.77
"525",2011-06-09,2011-06-09,933.83,2011-06-09,101.95,933.83,101.95
"526",2011-06-10,2011-06-10,945.69,2011-06-10,99.3,945.69,99.3
"527",2011-06-11,NA,NA,NA,NA,942.97,98.6
"528",2011-06-12,NA,NA,NA,NA,940.25,97.9
"529",2011-06-13,2011-06-13,937.53,2011-06-13,97.2,937.53,97.2
"530",2011-06-14,2011-06-14,927.01,2011-06-14,99.37,927.01,99.37
"531",2011-06-15,2011-06-15,931.88,2011-06-15,94.83,931.88,94.83
"532",2011-06-16,2011-06-16,946.91,2011-06-16,94.95,946.91,94.95
"533",2011-06-17,2011-06-17,944.93,2011-06-17,93.02,944.93,93.02
"534",2011-06-18,NA,NA,NA,NA,946.913333333333,93.09
"535",2011-06-19,NA,NA,NA,NA,948.896666666667,93.16
"536",2011-06-20,2011-06-20,950.88,2011-06-20,93.23,950.88,93.23
"537",2011-06-21,2011-06-21,953.94,2011-06-21,93.7,953.94,93.7
"538",2011-06-22,2011-06-22,957.28,2011-06-22,94.96,957.28,94.96
"539",2011-06-23,2011-06-23,964.04,2011-06-23,90.7,964.04,90.7
"540",2011-06-24,2011-06-24,949.08,2011-06-24,90.89,949.08,90.89
"541",2011-06-25,NA,NA,NA,NA,945.86,90.81
"542",2011-06-26,NA,NA,NA,NA,942.64,90.73
"543",2011-06-27,2011-06-27,939.42,2011-06-27,90.65,939.42,90.65
"544",2011-06-28,2011-06-28,943.07,2011-06-28,92.9,943.07,92.9
"545",2011-06-29,2011-06-29,940.55,2011-06-29,94.85,940.55,94.85
"546",2011-06-30,2011-06-30,943.56,2011-06-30,95.3,943.56,95.3
"547",2011-07-01,2011-07-01,932.1,2011-07-01,94.81,932.1,94.81
"548",2011-07-02,NA,NA,NA,NA,930.63,95.3375
"549",2011-07-03,NA,NA,NA,NA,929.16,95.865
"550",2011-07-04,2011-07-04,927.69,2011-07-04,NA,927.69,96.3925
"551",2011-07-05,2011-07-05,930.79,2011-07-05,96.92,930.79,96.92
"552",2011-07-06,2011-07-06,946.31,2011-07-06,96.67,946.31,96.67
"553",2011-07-07,2011-07-07,954.8,2011-07-07,98.7,954.8,98.7
"554",2011-07-08,2011-07-08,956.86,2011-07-08,96.2,956.86,96.2
"555",2011-07-09,NA,NA,NA,NA,960.013333333333,95.8533333333333
"556",2011-07-10,NA,NA,NA,NA,963.166666666667,95.5066666666667
"557",2011-07-11,2011-07-11,966.32,2011-07-11,95.16,966.32,95.16
"558",2011-07-12,2011-07-12,973.96,2011-07-12,97.41,973.96,97.41
"559",2011-07-13,2011-07-13,984.71,2011-07-13,98.04,984.71,98.04
"560",2011-07-14,2011-07-14,987.54,2011-07-14,95.75,987.54,95.75
"561",2011-07-15,2011-07-15,979.64,2011-07-15,97.24,979.64,97.24
"562",2011-07-16,NA,NA,NA,NA,984.036666666667,96.8066666666667
"563",2011-07-17,NA,NA,NA,NA,988.433333333333,96.3733333333333
"564",2011-07-18,2011-07-18,992.83,2011-07-18,95.94,992.83,95.94
"565",2011-07-19,2011-07-19,994.11,2011-07-19,97.49,994.11,97.49
"566",2011-07-20,2011-07-20,982.12,2011-07-20,98.11,982.12,98.11
"567",2011-07-21,2011-07-21,992.44,2011-07-21,98.96,992.44,98.96
"568",2011-07-22,2011-07-22,974.83,2011-07-22,99.53,974.83,99.53
"569",2011-07-23,NA,NA,NA,NA,981.56,99.3433333333333
"570",2011-07-24,NA,NA,NA,NA,988.29,99.1566666666667
"571",2011-07-25,2011-07-25,995.02,2011-07-25,98.97,995.02,98.97
"572",2011-07-26,2011-07-26,982.61,2011-07-26,99.61,982.61,99.61
"573",2011-07-27,2011-07-27,987.69,2011-07-27,97.4,987.69,97.4
"574",2011-07-28,2011-07-28,988.63,2011-07-28,97.48,988.63,97.48
"575",2011-07-29,2011-07-29,991.67,2011-07-29,95.68,991.67,95.68
"576",2011-07-30,NA,NA,NA,NA,988.303333333333,95.4466666666667
"577",2011-07-31,NA,NA,NA,NA,984.936666666667,95.2133333333333
"578",2011-08-01,2011-08-01,981.57,2011-08-01,94.98,981.57,94.98
"579",2011-08-02,2011-08-02,997.3,2011-08-02,93.78,997.3,93.78
"580",2011-08-03,2011-08-03,1016.77,2011-08-03,91.87,1016.77,91.87
"581",2011-08-04,2011-08-04,1018.2,2011-08-04,86.75,1018.2,86.75
"582",2011-08-05,2011-08-05,1022.91,2011-08-05,86.89,1022.91,86.89
"583",2011-08-06,NA,NA,NA,NA,1028.92,85.0166666666667
"584",2011-08-07,NA,NA,NA,NA,1034.93,83.1433333333333
"585",2011-08-08,2011-08-08,1040.94,2011-08-08,81.27,1040.94,81.27
"586",2011-08-09,2011-08-09,1080.98,2011-08-09,79.32,1080.98,79.32
"587",2011-08-10,2011-08-10,1082.03,2011-08-10,83.05,1082.03,83.05
"588",2011-08-11,2011-08-11,1105.75,2011-08-11,85.48,1105.75,85.48
"589",2011-08-12,2011-08-12,1077.35,2011-08-12,85.19,1077.35,85.19
"590",2011-08-13,NA,NA,NA,NA,1073.26,86.0866666666667
"591",2011-08-14,NA,NA,NA,NA,1069.17,86.9833333333333
"592",2011-08-15,2011-08-15,1065.08,2011-08-15,87.88,1065.08,87.88
"593",2011-08-16,2011-08-16,1086.61,2011-08-16,86.65,1086.61,86.65
"594",2011-08-17,2011-08-17,1089.96,2011-08-17,87.58,1089.96,87.58
"595",2011-08-18,2011-08-18,1087.12,2011-08-18,82.38,1087.12,82.38
"596",2011-08-19,2011-08-19,1126.91,2011-08-19,82.33,1126.91,82.33
"597",2011-08-20,NA,NA,NA,NA,1131.12333333333,83.0266666666667
"598",2011-08-21,NA,NA,NA,NA,1135.33666666667,83.7233333333333
"599",2011-08-22,2011-08-22,1139.55,2011-08-22,84.42,1139.55,84.42
"600",2011-08-23,2011-08-23,1138.64,2011-08-23,85.35,1138.64,85.35
"601",2011-08-24,2011-08-24,1119.58,2011-08-24,84.99,1119.58,84.99
"602",2011-08-25,2011-08-25,1049.59,2011-08-25,85.15,1049.59,85.15
"603",2011-08-26,2011-08-26,1094.17,2011-08-26,85.37,1094.17,85.37
"604",2011-08-27,NA,NA,NA,NA,1095.0175,86.0033333333333
"605",2011-08-28,NA,NA,NA,NA,1095.865,86.6366666666667
"606",2011-08-29,NA,NA,2011-08-29,87.27,1096.7125,87.27
"607",2011-08-30,2011-08-30,1097.56,2011-08-30,88.9,1097.56,88.9
"608",2011-08-31,2011-08-31,1121.14,2011-08-31,88.81,1121.14,88.81
"609",2011-09-01,2011-09-01,1118.95,2011-09-01,88.93,1118.95,88.93
"610",2011-09-02,2011-09-02,1143.81,2011-09-02,86.45,1143.81,86.45
"611",2011-09-03,NA,NA,NA,NA,1154.09666666667,86.335
"612",2011-09-04,NA,NA,NA,NA,1164.38333333333,86.22
"613",2011-09-05,2011-09-05,1174.67,2011-09-05,NA,1174.67,86.105
"614",2011-09-06,2011-09-06,1172.86,2011-09-06,85.99,1172.86,85.99
"615",2011-09-07,2011-09-07,1153.44,2011-09-07,89.34,1153.44,89.34
"616",2011-09-08,2011-09-08,1146.68,2011-09-08,89.05,1146.68,89.05
"617",2011-09-09,2011-09-09,1177.12,2011-09-09,87.24,1177.12,87.24
"618",2011-09-10,NA,NA,NA,NA,1172.78,87.5566666666667
"619",2011-09-11,NA,NA,NA,NA,1168.44,87.8733333333333
"620",2011-09-12,2011-09-12,1164.1,2011-09-12,88.19,1164.1,88.19
"621",2011-09-13,2011-09-13,1143.33,2011-09-13,90.21,1143.33,90.21
"622",2011-09-14,2011-09-14,1160.46,2011-09-14,88.91,1160.46,88.91
"623",2011-09-15,2011-09-15,1143.18,2011-09-15,89.4,1143.18,89.4
"624",2011-09-16,2011-09-16,1126.24,2011-09-16,87.96,1126.24,87.96
"625",2011-09-17,NA,NA,NA,NA,1136.01333333333,87.2066666666667
"626",2011-09-18,NA,NA,NA,NA,1145.78666666667,86.4533333333333
"627",2011-09-19,2011-09-19,1155.56,2011-09-19,85.7,1155.56,85.7
"628",2011-09-20,2011-09-20,1142.27,2011-09-20,86.92,1142.27,86.92
"629",2011-09-21,2011-09-21,1155.23,2011-09-21,85.77,1155.23,85.77
"630",2011-09-22,2011-09-22,1144.35,2011-09-22,80.29,1144.35,80.29
"631",2011-09-23,2011-09-23,1119.81,2011-09-23,79.58,1119.81,79.58
"632",2011-09-24,NA,NA,NA,NA,1093.83,79.71
"633",2011-09-25,NA,NA,NA,NA,1067.85,79.84
"634",2011-09-26,2011-09-26,1041.87,2011-09-26,79.97,1041.87,79.97
"635",2011-09-27,2011-09-27,1075.5,2011-09-27,84.18,1075.5,84.18
"636",2011-09-28,2011-09-28,1059.34,2011-09-28,80.94,1059.34,80.94
"637",2011-09-29,2011-09-29,1033.69,2011-09-29,81.87,1033.69,81.87
"638",2011-09-30,2011-09-30,1042.63,2011-09-30,78.93,1042.63,78.93
"639",2011-10-01,NA,NA,NA,NA,1051.11,78.4
"640",2011-10-02,NA,NA,NA,NA,1059.59,77.87
"641",2011-10-03,2011-10-03,1068.07,2011-10-03,77.34,1068.07,77.34
"642",2011-10-04,2011-10-04,1086.35,2011-10-04,75.4,1086.35,75.4
"643",2011-10-05,2011-10-05,1035.4,2011-10-05,79.41,1035.4,79.41
"644",2011-10-06,2011-10-06,1065.43,2011-10-06,82.32,1065.43,82.32
"645",2011-10-07,2011-10-07,1063.1,2011-10-07,82.7,1063.1,82.7
"646",2011-10-08,NA,NA,NA,NA,1063.31333333333,83.5133333333333
"647",2011-10-09,NA,NA,NA,NA,1063.52666666667,84.3266666666667
"648",2011-10-10,2011-10-10,1063.74,2011-10-10,85.14,1063.74,85.14
"649",2011-10-11,2011-10-11,1064.09,2011-10-11,85.54,1064.09,85.54
"650",2011-10-12,2011-10-12,1070.36,2011-10-12,85.3,1070.36,85.3
"651",2011-10-13,2011-10-13,1065.74,2011-10-13,83.96,1065.74,83.96
"652",2011-10-14,2011-10-14,1062.31,2011-10-14,86.8,1062.31,86.8
"653",2011-10-15,NA,NA,NA,NA,1064.65,86.66
"654",2011-10-16,NA,NA,NA,NA,1066.99,86.52
"655",2011-10-17,2011-10-17,1069.33,2011-10-17,86.38,1069.33,86.38
"656",2011-10-18,2011-10-18,1054.64,2011-10-18,88.34,1054.64,88.34
"657",2011-10-19,2011-10-19,1045.14,2011-10-19,86.11,1045.14,86.11
"658",2011-10-20,2011-10-20,1033.24,2011-10-20,86.07,1033.24,86.07
"659",2011-10-21,2011-10-21,1027.02,2011-10-21,87.19,1027.02,87.19
"660",2011-10-22,NA,NA,NA,NA,1029.86666666667,88.5
"661",2011-10-23,NA,NA,NA,NA,1032.71333333333,89.81
"662",2011-10-24,2011-10-24,1035.56,2011-10-24,91.12,1035.56,91.12
"663",2011-10-25,2011-10-25,1036.19,2011-10-25,92.98,1036.19,92.98
"664",2011-10-26,2011-10-26,1070.69,2011-10-26,90.2,1070.69,90.2
"665",2011-10-27,2011-10-27,1067.83,2011-10-27,93.96,1067.83,93.96
"666",2011-10-28,2011-10-28,1077.91,2011-10-28,93.32,1077.91,93.32
"667",2011-10-29,NA,NA,NA,NA,1076.23333333333,93.2766666666667
"668",2011-10-30,NA,NA,NA,NA,1074.55666666667,93.2333333333333
"669",2011-10-31,2011-10-31,1072.88,2011-10-31,93.19,1072.88,93.19
"670",2011-11-01,2011-11-01,1067.69,2011-11-01,92.19,1067.69,92.19
"671",2011-11-02,2011-11-02,1081.27,2011-11-02,92.51,1081.27,92.51
"672",2011-11-03,2011-11-03,1083.69,2011-11-03,94.07,1083.69,94.07
"673",2011-11-04,2011-11-04,1096.47,2011-11-04,94.26,1096.47,94.26
"674",2011-11-05,NA,NA,NA,NA,1098.57333333333,94.68
"675",2011-11-06,NA,NA,NA,NA,1100.67666666667,95.1
"676",2011-11-07,2011-11-07,1102.78,2011-11-07,95.52,1102.78,95.52
"677",2011-11-08,2011-11-08,1114.49,2011-11-08,96.8,1114.49,96.8
"678",2011-11-09,2011-11-09,1112.5,2011-11-09,95.74,1112.5,95.74
"679",2011-11-10,2011-11-10,1109.09,2011-11-10,97.78,1109.09,97.78
"680",2011-11-11,2011-11-11,1109.02,2011-11-11,98.99,1109.02,98.99
"681",2011-11-12,NA,NA,NA,NA,1111.21333333333,98.7066666666667
"682",2011-11-13,NA,NA,NA,NA,1113.40666666667,98.4233333333333
"683",2011-11-14,2011-11-14,1115.6,2011-11-14,98.14,1115.6,98.14
"684",2011-11-15,2011-11-15,1113.99,2011-11-15,99.37,1113.99,99.37
"685",2011-11-16,2011-11-16,1124.43,2011-11-16,102.59,1124.43,102.59
"686",2011-11-17,2011-11-17,1115.7,2011-11-17,98.82,1115.7,98.82
"687",2011-11-18,2011-11-18,1093,2011-11-18,97.67,1093,97.67
"688",2011-11-19,NA,NA,NA,NA,1090.47333333333,97.3566666666667
"689",2011-11-20,NA,NA,NA,NA,1087.94666666667,97.0433333333333
"690",2011-11-21,2011-11-21,1085.42,2011-11-21,96.73,1085.42,96.73
"691",2011-11-22,2011-11-22,1083.9,2011-11-22,97.76,1083.9,97.76
"692",2011-11-23,2011-11-23,1083.55,2011-11-23,96.16,1083.55,96.16
"693",2011-11-24,2011-11-24,1094.72,2011-11-24,NA,1094.72,96.535
"694",2011-11-25,2011-11-25,1084.02,2011-11-25,96.91,1084.02,96.91
"695",2011-11-26,NA,NA,NA,NA,1089.48333333333,97.3433333333333
"696",2011-11-27,NA,NA,NA,NA,1094.94666666667,97.7766666666667
"697",2011-11-28,2011-11-28,1100.41,2011-11-28,98.21,1100.41,98.21
"698",2011-11-29,2011-11-29,1098.32,2011-11-29,99.79,1098.32,99.79
"699",2011-11-30,2011-11-30,1095.61,2011-11-30,100.36,1095.61,100.36
"700",2011-12-01,2011-12-01,1113.02,2011-12-01,100.2,1113.02,100.2
"701",2011-12-02,2011-12-02,1116.5,2011-12-02,100.97,1116.5,100.97
"702",2011-12-03,NA,NA,NA,NA,1115.96,100.96
"703",2011-12-04,NA,NA,NA,NA,1115.42,100.95
"704",2011-12-05,2011-12-05,1114.88,2011-12-05,100.94,1114.88,100.94
"705",2011-12-06,2011-12-06,1098.76,2011-12-06,101.25,1098.76,101.25
"706",2011-12-07,2011-12-07,1108.2,2011-12-07,100.45,1108.2,100.45
"707",2011-12-08,2011-12-08,1105.81,2011-12-08,98.35,1105.81,98.35
"708",2011-12-09,2011-12-09,1094.49,2011-12-09,99.4,1094.49,99.4
"709",2011-12-10,NA,NA,NA,NA,1088.68,98.8566666666667
"710",2011-12-11,NA,NA,NA,NA,1082.87,98.3133333333333
"711",2011-12-12,2011-12-12,1077.06,2011-12-12,97.77,1077.06,97.77
"712",2011-12-13,2011-12-13,1068.75,2011-12-13,100.24,1068.75,100.24
"713",2011-12-14,2011-12-14,1055.32,2011-12-14,94.92,1055.32,94.92
"714",2011-12-15,2011-12-15,1026.54,2011-12-15,93.84,1026.54,93.84
"715",2011-12-16,2011-12-16,1022.84,2011-12-16,93.55,1022.84,93.55
"716",2011-12-17,NA,NA,NA,NA,1024.67333333333,93.6533333333333
"717",2011-12-18,NA,NA,NA,NA,1026.50666666667,93.7566666666667
"718",2011-12-19,2011-12-19,1028.34,2011-12-19,93.86,1028.34,93.86
"719",2011-12-20,2011-12-20,1027,2011-12-20,97.16,1027,97.16
"720",2011-12-21,2011-12-21,1039.35,2011-12-21,98.54,1039.35,98.54
"721",2011-12-22,2011-12-22,1024.97,2011-12-22,99.42,1024.97,99.42
"722",2011-12-23,2011-12-23,1025.13,2011-12-23,99.72,1025.13,99.72
"723",2011-12-24,NA,NA,NA,NA,1022.3,100.1125
"724",2011-12-25,NA,NA,NA,NA,1019.47,100.505
"725",2011-12-26,NA,NA,2011-12-26,NA,1016.64,100.8975
