period,LBMA Gold Prices - daily - euro - AM (LBMA/gold_D/gold_D_EUR_AM)
1973-01-08,27.71
1973-01-09,27.72
1973-01-10,27.65
1973-01-11,27.68
1973-01-12,27.68
1973-01-15,27.68
1973-01-16,27.67
1973-01-17,27.55
1973-01-18,27.46
1973-01-19,27.24
1973-01-22,27.46
1973-01-23,27.68
1973-01-24,27.47
1973-01-25,27.66
1973-01-26,27.79
1973-01-29,27.62
1973-01-30,27.83
1973-01-31,27.73
1973-02-01,27.84
1973-02-02,28.1
1973-02-05,28.15
1973-02-06,28.84
1973-02-07,28.82
1973-02-08,28.91
1973-02-09,29.01
1973-02-12,NA
1973-02-13,28.26
1973-02-14,28.53
1973-02-15,29.64
1973-02-16,29.85
1973-02-19,30.34
1973-02-20,31.21
1973-02-21,32.07
1973-02-22,33.88
1973-02-23,35.85
1973-02-26,33.64
1973-02-27,32.97
1973-02-28,34.35
1973-03-01,34.48
1973-03-02,34.59
1973-03-05,33.5
1973-03-06,33.69
1973-03-07,33.06
1973-03-08,33.36
1973-03-09,33.61
1973-03-12,33.1
1973-03-13,32.99
1973-03-14,32.54
1973-03-15,33.22
1973-03-16,33.5
1973-03-19,33.46
1973-03-20,33.46
1973-03-21,33.09
1973-03-22,32.84
1973-03-23,33.29
1973-03-26,34.73
1973-03-27,36.89
1973-03-28,35.57
1973-03-29,35.96
1973-03-30,36.43
1973-04-02,36.09
1973-04-03,36.13
1973-04-04,36.26
1973-04-05,36.58
1973-04-06,36.71
1973-04-09,36.53
1973-04-10,36.63
1973-04-11,36.65
1973-04-12,36.65
1973-04-13,36.42
1973-04-16,36.14
1973-04-17,35.98
1973-04-18,36.53
1973-04-19,36.57
1973-04-24,36.61
1973-04-25,36.44
1973-04-26,36.22
1973-04-27,36.39
1973-04-30,36.46
1973-05-01,36.44
1973-05-02,36.29
1973-05-03,36.28
1973-05-04,36.28
1973-05-07,36.24
1973-05-08,36.44
1973-05-09,36.8
1973-05-10,37.73
1973-05-11,38.43
1973-05-14,39.6
1973-05-15,41.75
1973-05-16,43.35
1973-05-17,40.64
1973-05-18,41.39
1973-05-21,43.66
1973-05-22,42.93
1973-05-23,43.42
1973-05-24,42.99
1973-05-25,41.34
1973-05-29,42.52
1973-05-30,43.48
1973-05-31,44.6
1973-06-01,45.42
1973-06-04,46.77
1973-06-05,49.04
1973-06-06,47.05
1973-06-07,46.63
1973-06-08,45.98
1973-06-11,44.9
1973-06-12,45.15
1973-06-13,45.59
1973-06-14,45.07
1973-06-15,46.46
1973-06-18,47.2
1973-06-19,47.5
1973-06-20,46.15
1973-06-21,46.69
1973-06-22,46.7
1973-06-25,45.83
1973-06-26,46.26
1973-06-27,47.45
1973-06-28,46.56
1973-06-29,47.87
1973-07-02,47.65
1973-07-03,46.93
1973-07-04,47.86
1973-07-05,47.67
1973-07-06,49.3
1973-07-09,49.12
1973-07-10,48.81
1973-07-11,46.76
1973-07-12,47.32
1973-07-13,47.39
1973-07-16,47.05
1973-07-17,47.38
1973-07-18,47.01
1973-07-19,46.78
1973-07-20,45.72
1973-07-23,46.72
1973-07-24,47.31
1973-07-25,47.34
1973-07-26,47.92
1973-07-27,47.7
1973-07-30,45.36
1973-07-31,46.18
1973-08-01,46.46
1973-08-02,45.99
1973-08-03,46.19
1973-08-06,46.22
1973-08-07,45.93
1973-08-08,45.87
1973-08-09,43.71
1973-08-10,43.36
1973-08-13,41.89
1973-08-14,39.72
1973-08-15,37.41
1973-08-16,39.18
1973-08-17,41.7
1973-08-20,43.47
1973-08-21,41.56
1973-08-22,42.01
1973-08-23,41.69
1973-08-24,40.9
1973-08-28,41.54
1973-08-29,42.83
1973-08-30,42.94
1973-08-31,42.33
1973-09-03,42.91
1973-09-04,42.71
1973-09-05,43.52
1973-09-06,44.69
1973-09-07,43.69
1973-09-10,43.68
1973-09-11,42.47
1973-09-12,42.55
1973-09-13,42.32
1973-09-14,41.48
1973-09-17,42.53
1973-09-18,42.88
1973-09-19,41.55
1973-09-20,42.48
1973-09-21,42.67
1973-09-24,42.29
1973-09-25,42.07
1973-09-26,42.13
1973-09-27,41.85
1973-09-28,41.55
1973-10-01,40.84
1973-10-02,40.57
1973-10-03,40.52
1973-10-04,40.86
1973-10-05,40.45
1973-10-08,42.38
1973-10-09,40.93
1973-10-10,42.16
1973-10-11,42.85
1973-10-12,42.05
1973-10-15,41.91
1973-10-16,41.66
1973-10-17,41.95
1973-10-18,41.65
1973-10-19,41.39
1973-10-22,41.0
1973-10-23,40.83
1973-10-24,40.71
1973-10-25,40.98
1973-10-26,40.43
1973-10-29,40.46
1973-10-30,39.98
1973-10-31,39.91
1973-11-01,39.89
1973-11-02,40.22
1973-11-05,40.2
1973-11-06,40.27
1973-11-07,40.26
1973-11-08,40.29
1973-11-09,40.78
1973-11-12,40.75
1973-11-13,40.48
1973-11-14,37.97
1973-11-15,38.17
1973-11-16,38.25
1973-11-19,37.77
1973-11-20,37.6
1973-11-21,37.8
1973-11-22,37.78
1973-11-23,37.85
1973-11-26,38.19
1973-11-27,38.85
1973-11-28,41.66
1973-11-29,43.44
1973-11-30,42.71
1973-12-03,42.74
1973-12-04,42.85
1973-12-05,44.63
1973-12-06,44.67
1973-12-07,45.81
1973-12-10,45.56
1973-12-11,45.35
1973-12-12,45.13
1973-12-13,45.12
1973-12-14,45.18
1973-12-17,46.16
1973-12-18,46.82
1973-12-19,46.59
1973-12-20,47.23
1973-12-21,46.4
1973-12-27,47.07
1973-12-28,48.66
1973-12-31,48.35
1974-01-02,49.6
1974-01-03,53.43
1974-01-04,51.9
1974-01-07,52.86
1974-01-08,56.91
1974-01-09,54.85
1974-01-10,53.88
1974-01-11,54.16
1974-01-14,55.15
1974-01-15,56.97
1974-01-16,57.72
1974-01-17,59.03
1974-01-18,58.49
1974-01-21,65.43
1974-01-22,64.19
1974-01-23,62.69
1974-01-24,61.76
1974-01-25,62.93
1974-01-28,63.22
1974-01-29,63.06
1974-01-30,60.53
1974-01-31,58.79
1974-02-01,57.72
1974-02-04,58.34
1974-02-05,61.13
1974-02-06,61.56
1974-02-07,61.29
1974-02-08,63.02
1974-02-11,64.68
1974-02-12,65.33
1974-02-13,64.29
1974-02-14,64.39
1974-02-15,65.31
1974-02-18,65.72
1974-02-19,64.81
1974-02-20,65.36
1974-02-21,65.96
1974-02-22,68.75
1974-02-25,72.47
1974-02-26,76.7
1974-02-27,76.91
1974-02-28,73.51
1974-03-01,75.81
1974-03-04,73.75
1974-03-05,69.46
1974-03-06,67.92
1974-03-07,69.95
1974-03-08,73.21
1974-03-11,70.44
1974-03-12,70.0
1974-03-13,69.67
1974-03-14,69.26
1974-03-15,69.69
1974-03-18,69.77
1974-03-19,71.72
1974-03-20,74.35
1974-03-21,75.02
1974-03-22,74.1
1974-03-25,74.89
1974-03-26,73.77
1974-03-27,73.97
1974-03-28,72.33
1974-03-29,71.84
1974-04-01,71.96
1974-04-02,73.07
1974-04-03,74.95
1974-04-04,74.12
1974-04-05,73.17
1974-04-08,70.3
1974-04-09,69.8
1974-04-10,74.53
1974-04-11,72.32
1974-04-16,73.89
1974-04-17,71.99
1974-04-18,71.29
1974-04-19,72.64
1974-04-22,72.83
1974-04-23,72.52
1974-04-24,71.32
1974-04-25,71.47
1974-04-26,70.12
1974-04-29,68.88
1974-04-30,69.11
1974-05-01,70.26
1974-05-02,70.67
1974-05-03,70.09
1974-05-06,68.97
1974-05-07,66.98
1974-05-08,66.56
1974-05-09,67.0
1974-05-10,69.18
1974-05-13,68.73
1974-05-14,68.9
1974-05-15,68.03
1974-05-16,67.99
1974-05-17,68.68
1974-05-20,67.11
1974-05-21,66.54
1974-05-22,67.19
1974-05-23,66.78
1974-05-24,66.61
1974-05-28,65.64
1974-05-29,64.41
1974-05-30,67.28
1974-05-31,66.34
1974-06-03,65.26
1974-06-04,63.79
1974-06-05,65.07
1974-06-06,66.56
1974-06-07,65.5
1974-06-10,65.21
1974-06-11,65.58
1974-06-12,64.03
1974-06-13,65.46
1974-06-14,66.12
1974-06-17,65.89
1974-06-18,65.17
1974-06-19,65.64
1974-06-20,64.31
1974-06-21,64.12
1974-06-24,64.2
1974-06-25,62.4
1974-06-26,62.47
1974-06-27,60.36
1974-06-28,61.29
1974-07-01,60.66
1974-07-02,57.78
1974-07-03,57.81
1974-07-04,55.39
1974-07-05,55.07
1974-07-08,57.29
1974-07-09,59.49
1974-07-10,59.24
1974-07-11,55.94
1974-07-12,58.63
1974-07-15,58.48
1974-07-16,58.21
1974-07-17,58.0
1974-07-18,59.39
1974-07-19,60.99
1974-07-22,60.19
1974-07-23,59.18
1974-07-24,59.63
1974-07-25,60.41
1974-07-26,62.3
1974-07-29,63.7
1974-07-30,67.05
1974-07-31,64.82
1974-08-01,66.07
1974-08-02,65.82
1974-08-05,64.25
1974-08-06,65.17
1974-08-07,64.62
1974-08-08,64.42
1974-08-09,64.11
1974-08-12,64.58
1974-08-13,64.34
1974-08-14,65.88
1974-08-15,66.17
1974-08-16,65.32
1974-08-19,65.75
1974-08-20,67.08
1974-08-21,66.84
1974-08-22,67.33
1974-08-23,66.55
1974-08-27,65.96
1974-08-28,66.64
1974-08-29,66.63
1974-08-30,66.99
1974-09-02,68.33
1974-09-03,68.64
1974-09-04,67.67
1974-09-05,68.08
1974-09-06,68.11
1974-09-09,67.5
1974-09-10,66.23
1974-09-11,65.92
1974-09-12,66.49
1974-09-13,66.19
1974-09-16,66.04
1974-09-17,64.79
1974-09-18,62.03
1974-09-19,64.48
1974-09-20,63.98
1974-09-23,63.86
1974-09-24,63.76
1974-09-25,63.72
1974-09-26,63.03
1974-09-27,62.72
1974-09-30,63.21
1974-10-01,65.7
1974-10-02,66.32
1974-10-03,66.29
1974-10-04,67.99
1974-10-07,68.53
1974-10-08,66.75
1974-10-09,66.25
1974-10-10,68.0
1974-10-11,66.95
1974-10-14,66.19
1974-10-15,66.22
1974-10-16,66.58
1974-10-17,66.16
1974-10-18,66.44
1974-10-21,67.52
1974-10-22,67.92
1974-10-23,67.61
1974-10-24,68.02
1974-10-25,70.94
1974-10-28,70.73
1974-10-29,72.63
1974-10-30,71.9
1974-10-31,71.29
1974-11-01,72.22
1974-11-04,71.94
1974-11-05,73.88
1974-11-06,75.44
1974-11-07,76.23
1974-11-08,75.94
1974-11-11,78.39
1974-11-12,76.81
1974-11-13,79.26
1974-11-14,80.63
1974-11-15,80.99
1974-11-18,81.81
1974-11-19,81.26
1974-11-20,79.61
1974-11-21,79.61
1974-11-22,78.16
1974-11-25,78.49
1974-11-26,79.93
1974-11-27,79.65
1974-11-28,78.37
1974-11-29,78.31
1974-12-02,79.85
1974-12-03,78.35
1974-12-04,73.35
1974-12-05,75.37
1974-12-06,76.51
1974-12-09,76.87
1974-12-10,76.88
1974-12-11,76.45
1974-12-12,75.07
1974-12-13,77.04
1974-12-16,79.06
1974-12-17,80.05
1974-12-18,80.72
1974-12-19,79.43
1974-12-20,79.67
1974-12-23,82.58
1974-12-24,82.62
1974-12-27,83.21
1974-12-30,84.19
1974-12-31,79.74
1975-01-02,79.13
1975-01-03,75.58
1975-01-06,73.55
1975-01-07,72.78
1975-01-08,75.34
1975-01-09,76.73
1975-01-10,75.91
1975-01-13,76.49
1975-01-14,75.06
1975-01-15,76.18
1975-01-16,75.42
1975-01-17,74.11
1975-01-20,73.37
1975-01-21,74.86
1975-01-22,73.73
1975-01-23,72.9
1975-01-24,74.12
1975-01-27,74.98
1975-01-28,73.36
1975-01-29,74.28
1975-01-30,74.81
1975-01-31,74.11
1975-02-03,74.09
1975-02-04,73.95
1975-02-05,73.7
1975-02-06,73.34
1975-02-07,73.6
1975-02-10,72.89
1975-02-11,73.03
1975-02-12,73.24
1975-02-13,74.14
1975-02-14,76.94
1975-02-17,76.3
1975-02-18,75.43
1975-02-19,76.12
1975-02-20,76.31
1975-02-21,77.11
1975-02-24,76.7
1975-02-25,76.69
1975-02-26,75.92
1975-02-27,75.29
1975-02-28,74.89
1975-03-03,74.67
1975-03-04,74.5
1975-03-05,73.22
1975-03-06,73.81
1975-03-07,73.9
1975-03-10,73.6
1975-03-11,74.11
1975-03-12,73.41
1975-03-13,73.32
1975-03-14,73.84
1975-03-17,73.44
1975-03-18,73.53
1975-03-19,73.45
1975-03-20,73.63
1975-03-21,73.31
1975-03-24,73.27
1975-03-25,73.25
1975-03-26,73.36
1975-03-27,73.82
1975-04-01,73.75
1975-04-02,73.74
1975-04-03,73.25
1975-04-04,72.9
1975-04-07,72.54
1975-04-08,72.95
1975-04-09,72.6
1975-04-10,73.06
1975-04-11,73.04
1975-04-14,72.58
1975-04-15,69.7
1975-04-16,69.87
1975-04-17,70.58
1975-04-18,71.39
1975-04-21,71.02
1975-04-22,70.11
1975-04-23,70.71
1975-04-24,71.35
1975-04-25,70.59
1975-04-28,70.62
1975-04-29,70.8
1975-04-30,71.08
1975-05-01,70.67
1975-05-02,70.82
1975-05-05,69.93
1975-05-06,70.25
1975-05-07,70.42
1975-05-08,70.8
1975-05-09,71.12
1975-05-12,71.8
1975-05-13,71.81
1975-05-14,71.76
1975-05-15,72.11
1975-05-16,71.83
1975-05-19,72.41
1975-05-20,72.3
1975-05-21,72.28
1975-05-22,74.54
1975-05-23,74.24
1975-05-27,74.26
1975-05-28,73.74
1975-05-29,73.24
1975-05-30,72.54
1975-06-02,70.51
1975-06-03,70.8
1975-06-04,71.51
1975-06-05,70.97
1975-06-06,71.02
1975-06-09,71.21
1975-06-10,71.68
1975-06-11,71.72
1975-06-12,72.7
1975-06-13,72.14
1975-06-16,71.94
1975-06-17,71.93
1975-06-18,72.18
1975-06-19,71.85
1975-06-20,71.5
1975-06-23,71.44
1975-06-24,71.62
1975-06-25,72.15
1975-06-26,72.95
1975-06-27,73.5
1975-06-30,75.17
1975-07-01,76.41
1975-07-02,74.71
1975-07-03,74.57
1975-07-04,74.94
1975-07-07,74.6
1975-07-08,74.18
1975-07-09,74.6
1975-07-10,74.8
1975-07-11,74.06
1975-07-14,75.78
1975-07-15,75.13
1975-07-16,75.51
1975-07-17,75.32
1975-07-18,75.13
1975-07-21,75.34
1975-07-22,75.76
1975-07-23,75.52
1975-07-24,75.47
1975-07-25,75.72
1975-07-28,76.51
1975-07-29,77.13
1975-07-30,76.38
1975-07-31,77.47
1975-08-01,77.59
1975-08-04,77.82
1975-08-05,77.8
1975-08-06,77.38
1975-08-07,77.91
1975-08-08,78.47
1975-08-11,77.53
1975-08-12,77.51
1975-08-13,77.55
1975-08-14,76.91
1975-08-15,76.58
1975-08-18,77.02
1975-08-19,76.59
1975-08-20,76.35
1975-08-21,76.5
1975-08-22,76.65
1975-08-26,77.09
1975-08-27,76.57
1975-08-28,76.64
1975-08-29,76.47
1975-09-01,73.13
1975-09-02,73.08
1975-09-03,70.88
1975-09-04,71.92
1975-09-05,72.21
1975-09-08,72.34
1975-09-09,71.2
1975-09-10,71.18
1975-09-11,70.43
1975-09-12,70.16
1975-09-15,70.48
1975-09-16,70.33
1975-09-17,69.4
1975-09-18,68.63
1975-09-19,65.82
1975-09-22,66.38
1975-09-23,62.52
1975-09-24,65.48
1975-09-25,65.17
1975-09-26,65.25
1975-09-29,66.88
1975-09-30,67.66
1975-10-01,70.26
1975-10-02,71.04
1975-10-03,69.16
1975-10-06,67.24
1975-10-07,69.54
1975-10-08,69.32
1975-10-09,67.94
1975-10-10,68.66
1975-10-13,69.11
1975-10-14,68.76
1975-10-15,69.14
1975-10-16,69.62
1975-10-17,69.92
1975-10-20,69.87
1975-10-21,70.82
1975-10-22,70.33
1975-10-23,69.82
1975-10-24,69.29
1975-10-27,69.28
1975-10-28,68.56
1975-10-29,68.94
1975-10-30,69.46
1975-10-31,69.08
1975-11-03,68.88
1975-11-04,69.49
1975-11-05,69.94
1975-11-06,70.94
1975-11-07,70.04
1975-11-10,69.67
1975-11-11,69.54
1975-11-12,69.48
1975-11-13,69.57
1975-11-14,69.86
1975-11-17,69.56
1975-11-18,68.94
1975-11-19,69.17
1975-11-20,69.61
1975-11-21,69.33
1975-11-24,69.26
1975-11-25,69.57
1975-11-26,69.43
1975-11-27,68.92
1975-11-28,68.55
1975-12-01,68.5
1975-12-02,68.27
1975-12-03,68.81
1975-12-04,68.33
1975-12-05,68.19
1975-12-08,68.15
1975-12-09,67.68
1975-12-10,68.7
1975-12-11,68.91
1975-12-12,69.05
1975-12-15,68.73
1975-12-16,68.76
1975-12-17,68.7
1975-12-18,68.71
1975-12-19,68.67
1975-12-22,70.23
1975-12-23,69.86
1975-12-24,69.43
1975-12-29,69.82
1975-12-30,69.73
1975-12-31,69.29
1976-01-02,69.36
1976-01-05,69.16
1976-01-06,68.26
1976-01-07,68.31
1976-01-08,67.63
1976-01-09,67.04
1976-01-12,67.14
1976-01-13,66.74
1976-01-14,64.72
1976-01-15,64.94
1976-01-16,63.9
1976-01-19,63.62
1976-01-20,61.98
1976-01-21,61.43
1976-01-22,61.48
1976-01-23,63.31
1976-01-26,62.48
1976-01-27,62.39
1976-01-28,62.59
1976-01-29,63.57
1976-01-30,63.02
1976-02-02,63.35
1976-02-03,64.88
1976-02-04,64.21
1976-02-05,63.38
1976-02-06,64.67
1976-02-09,64.46
1976-02-10,63.61
1976-02-11,64.32
1976-02-12,64.11
1976-02-13,64.8
1976-02-16,64.97
1976-02-17,64.46
1976-02-18,64.73
1976-02-19,64.68
1976-02-20,64.71
1976-02-23,64.93
1976-02-24,65.22
1976-02-25,65.97
1976-02-26,65.25
1976-02-27,65.23
1976-03-01,65.3
1976-03-02,64.97
1976-03-03,65.44
1976-03-04,65.18
1976-03-05,66.31
1976-03-08,68.44
1976-03-09,68.22
1976-03-10,68.84
1976-03-11,70.0
1976-03-12,68.95
1976-03-15,69.63
1976-03-16,69.4
1976-03-17,69.64
1976-03-18,69.75
1976-03-19,69.35
1976-03-22,69.73
1976-03-23,69.05
1976-03-24,69.04
1976-03-25,69.06
1976-03-26,68.73
1976-03-29,68.37
1976-03-30,67.09
1976-03-31,67.58
1976-04-01,67.7
1976-04-02,69.06
1976-04-05,68.3
1976-04-06,69.0
1976-04-07,68.07
1976-04-08,68.33
1976-04-09,69.74
1976-04-12,69.01
1976-04-13,69.25
1976-04-14,68.99
1976-04-15,68.72
1976-04-20,69.33
1976-04-21,68.94
1976-04-22,69.66
1976-04-23,69.72
1976-04-26,70.41
1976-04-27,69.94
1976-04-28,70.43
1976-04-29,69.53
1976-04-30,69.5
1976-05-03,69.46
1976-05-04,70.58
1976-05-05,69.19
1976-05-06,69.36
1976-05-07,70.17
1976-05-10,69.88
1976-05-11,69.77
1976-05-12,69.48
1976-05-13,69.52
1976-05-14,69.77
1976-05-17,70.56
1976-05-18,70.67
1976-05-19,70.27
1976-05-20,69.61
1976-05-21,70.25
1976-05-24,70.54
1976-05-25,69.48
1976-05-26,69.65
1976-05-27,71.19
1976-05-28,70.68
1976-06-01,71.8
1976-06-02,72.62
1976-06-03,74.28
1976-06-04,73.52
1976-06-07,73.6
1976-06-08,71.51
1976-06-09,71.72
1976-06-10,71.48
1976-06-11,71.29
1976-06-14,70.98
1976-06-15,70.81
1976-06-16,70.1
1976-06-17,70.53
1976-06-18,70.62
1976-06-21,70.7
1976-06-22,70.68
1976-06-23,70.45
1976-06-24,70.27
1976-06-25,70.48
1976-06-28,70.03
1976-06-29,69.66
1976-06-30,69.47
1976-07-01,69.06
1976-07-02,68.43
1976-07-05,68.42
1976-07-06,68.13
1976-07-07,68.25
1976-07-08,68.44
1976-07-09,68.61
1976-07-12,68.68
1976-07-13,68.01
1976-07-14,68.51
1976-07-15,68.32
1976-07-16,67.15
1976-07-19,66.38
1976-07-20,61.83
1976-07-21,61.66
1976-07-22,62.27
1976-07-23,61.88
1976-07-26,62.45
1976-07-27,63.45
1976-07-28,64.63
1976-07-29,63.33
1976-07-30,63.02
1976-08-02,62.5
1976-08-03,62.53
1976-08-04,62.9
1976-08-05,62.88
1976-08-06,63.12
1976-08-09,63.04
1976-08-10,63.31
1976-08-11,63.53
1976-08-12,63.44
1976-08-13,63.36
1976-08-16,63.73
1976-08-17,63.34
1976-08-18,61.72
1976-08-19,61.23
1976-08-20,61.11
1976-08-23,60.21
1976-08-24,59.15
1976-08-25,58.43
1976-08-26,59.54
1976-08-27,58.78
1976-08-31,58.05
1976-09-01,58.6
1976-09-02,60.53
1976-09-03,59.54
1976-09-06,63.17
1976-09-07,63.77
1976-09-08,63.83
1976-09-09,64.13
1976-09-10,65.53
1976-09-13,65.17
1976-09-14,64.9
1976-09-15,63.31
1976-09-16,66.37
1976-09-17,67.35
1976-09-20,66.94
1976-09-21,68.99
1976-09-22,70.43
1976-09-23,69.54
1976-09-24,69.31
1976-09-27,70.25
1976-09-28,70.68
1976-09-29,70.2
1976-09-30,69.61
1976-10-01,69.51
1976-10-04,68.71
1976-10-05,68.29
1976-10-06,69.81
1976-10-07,70.25
1976-10-08,68.65
1976-10-11,68.41
1976-10-12,69.33
1976-10-13,69.06
1976-10-14,69.9
1976-10-15,69.78
1976-10-18,70.38
1976-10-19,70.06
1976-10-20,69.77
1976-10-21,69.9
1976-10-22,70.43
1976-10-25,72.83
1976-10-26,73.54
1976-10-27,73.78
1976-10-28,78.71
1976-10-29,76.22
1976-11-01,76.79
1976-11-02,76.75
1976-11-03,78.0
1976-11-04,77.14
1976-11-05,76.49
1976-11-08,80.33
1976-11-09,80.13
1976-11-10,82.93
1976-11-11,82.85
1976-11-12,82.99
1976-11-15,84.03
1976-11-16,82.02
1976-11-17,79.75
1976-11-18,77.52
1976-11-19,77.88
1976-11-22,79.54
1976-11-23,81.78
1976-11-24,79.36
1976-11-25,79.7
1976-11-26,78.63
1976-11-29,78.08
1976-11-30,78.89
1976-12-01,78.45
1976-12-02,78.78
1976-12-03,78.7
1976-12-06,80.3
1976-12-07,80.96
1976-12-08,80.66
1976-12-09,81.26
1976-12-10,82.0
1976-12-13,80.95
1976-12-14,79.47
1976-12-15,80.04
1976-12-16,79.86
1976-12-17,79.81
1976-12-20,78.55
1976-12-21,79.38
1976-12-22,79.58
1976-12-23,78.72
1976-12-24,78.77
1976-12-29,79.03
1976-12-30,79.11
1976-12-31,79.02
1977-01-04,79.75
1977-01-05,78.27
1977-01-06,77.71
1977-01-07,78.24
1977-01-10,76.93
1977-01-11,75.13
1977-01-12,76.42
1977-01-13,77.08
1977-01-14,76.68
1977-01-17,76.47
1977-01-18,77.32
1977-01-19,77.03
1977-01-20,77.33
1977-01-21,77.52
1977-01-24,77.03
1977-01-25,77.28
1977-01-26,77.31
1977-01-27,76.95
1977-01-28,76.51
1977-01-31,77.05
1977-02-01,77.41
1977-02-02,76.76
1977-02-03,77.28
1977-02-04,77.23
1977-02-07,77.64
1977-02-08,78.69
1977-02-09,79.36
1977-02-10,79.37
1977-02-11,78.9
1977-02-14,79.83
1977-02-15,79.89
1977-02-16,79.7
1977-02-17,80.03
1977-02-18,80.23
1977-02-21,80.53
1977-02-22,80.58
1977-02-23,80.84
1977-02-24,82.24
1977-02-25,82.47
1977-02-28,83.22
1977-03-01,83.02
1977-03-02,84.59
1977-03-03,84.82
1977-03-04,84.61
1977-03-07,86.17
1977-03-08,85.98
1977-03-09,85.09
1977-03-10,85.79
1977-03-11,84.94
1977-03-14,84.7
1977-03-15,84.96
1977-03-16,85.77
1977-03-17,86.32
1977-03-18,87.46
1977-03-21,88.23
1977-03-22,88.15
1977-03-23,88.64
1977-03-24,89.17
1977-03-25,89.39
1977-03-28,87.99
1977-03-29,87.27
1977-03-30,86.52
1977-03-31,87.08
1977-04-01,86.21
1977-04-04,87.08
1977-04-05,86.54
1977-04-06,85.61
1977-04-07,86.6
1977-04-12,86.95
1977-04-13,88.58
1977-04-14,88.52
1977-04-15,88.12
1977-04-18,87.88
1977-04-19,87.65
1977-04-20,86.99
1977-04-21,86.14
1977-04-22,87.0
1977-04-25,86.87
1977-04-26,85.65
1977-04-27,85.77
1977-04-28,85.25
1977-04-29,85.2
1977-05-02,85.78
1977-05-03,86.14
1977-05-04,85.82
1977-05-05,85.48
1977-05-06,85.98
1977-05-09,85.97
1977-05-10,85.99
1977-05-11,85.82
1977-05-12,85.55
1977-05-13,85.83
1977-05-16,85.84
1977-05-17,85.96
1977-05-18,85.44
1977-05-19,85.44
1977-05-20,85.6
1977-05-23,85.32
1977-05-24,84.31
1977-05-25,84.45
1977-05-26,84.03
1977-05-27,83.79
1977-05-30,83.85
1977-05-31,83.39
1977-06-01,83.62
1977-06-02,82.92
1977-06-03,83.02
1977-06-08,82.85
1977-06-09,82.29
1977-06-10,81.46
1977-06-13,81.15
1977-06-14,80.02
1977-06-15,79.81
1977-06-16,81.32
1977-06-17,80.94
1977-06-20,81.11
1977-06-21,81.99
1977-06-22,81.11
1977-06-23,81.53
1977-06-24,81.93
1977-06-27,82.33
1977-06-28,82.95
1977-06-29,82.68
1977-06-30,83.09
1977-07-01,83.15
1977-07-04,81.7
1977-07-05,82.18
1977-07-06,81.96
1977-07-07,82.14
1977-07-08,82.67
1977-07-11,82.08
1977-07-12,82.55
1977-07-13,82.96
1977-07-14,83.84
1977-07-15,83.82
1977-07-18,83.58
1977-07-19,84.29
1977-07-20,83.75
1977-07-21,83.83
1977-07-22,83.92
1977-07-25,84.73
1977-07-26,84.6
1977-07-27,84.56
1977-07-28,83.09
1977-07-29,83.14
1977-08-01,83.26
1977-08-02,83.46
1977-08-03,83.8
1977-08-04,84.23
1977-08-05,83.93
1977-08-08,84.02
1977-08-09,84.28
1977-08-10,83.88
1977-08-11,83.82
1977-08-12,83.68
1977-08-15,83.0
1977-08-16,82.35
1977-08-17,82.75
1977-08-18,82.59
1977-08-19,82.97
1977-08-22,82.85
1977-08-23,82.6
1977-08-24,82.7
1977-08-25,82.91
1977-08-26,82.76
1977-08-30,83.6
1977-08-31,83.76
1977-09-01,83.56
1977-09-02,83.9
1977-09-05,84.84
1977-09-06,84.87
1977-09-07,84.27
1977-09-08,84.59
1977-09-09,84.4
1977-09-12,84.9
1977-09-13,84.76
1977-09-14,84.7
1977-09-15,84.78
1977-09-16,84.87
1977-09-19,85.6
1977-09-20,85.71
1977-09-21,86.47
1977-09-22,86.91
1977-09-23,86.83
1977-09-26,87.36
1977-09-27,87.57
1977-09-28,87.71
1977-09-29,87.7
1977-09-30,88.13
1977-10-03,88.36
1977-10-04,88.3
1977-10-05,88.31
1977-10-06,87.63
1977-10-07,87.27
1977-10-10,89.09
1977-10-11,88.92
1977-10-12,89.62
1977-10-13,89.11
1977-10-14,88.99
1977-10-17,90.69
1977-10-18,90.58
1977-10-19,91.0
1977-10-20,90.23
1977-10-21,90.87
1977-10-24,91.75
1977-10-25,92.09
1977-10-26,92.02
1977-10-27,90.86
1977-10-28,90.72
1977-10-31,87.82
1977-11-01,87.49
1977-11-02,87.96
1977-11-03,89.04
1977-11-04,91.05
1977-11-07,91.94
1977-11-08,91.06
1977-11-09,91.79
1977-11-10,92.34
1977-11-11,92.37
1977-11-14,91.57
1977-11-15,89.23
1977-11-16,89.03
1977-11-17,87.75
1977-11-18,88.03
1977-11-21,86.65
1977-11-22,86.36
1977-11-23,87.14
1977-11-24,87.37
1977-11-25,87.02
1977-11-28,88.25
1977-11-29,87.88
1977-11-30,88.03
1977-12-01,88.04
1977-12-02,87.22
1977-12-05,86.6
1977-12-06,87.61
1977-12-07,87.93
1977-12-08,87.83
1977-12-09,86.67
1977-12-12,86.14
1977-12-13,85.64
1977-12-14,86.7
1977-12-15,86.34
1977-12-16,85.99
1977-12-19,85.5
1977-12-20,84.66
1977-12-21,84.85
1977-12-22,85.81
1977-12-23,86.98
1977-12-28,86.53
1977-12-29,86.56
1977-12-30,86.84
1978-01-03,86.6
1978-01-04,86.84
1978-01-05,87.43
1978-01-06,88.76
